Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT
Date,,,,,,,,,,,,,,,
2024-01-31,182.5040283203125,138.95156860351562,390.8471374511719,185.1762795166647,142.81959319917652,408.28673844568766,182.45455449229945,138.72344307921892,390.48340804499526,185.11688373962707,142.44270331878081,400.06829591373173,55467800,71910000,47871100
2024-02-01,184.9387664794922,140.0028839111328,396.9421691894531,185.02783750412453,141.88730313768718,401.09070661971754,181.93002942176474,139.63590659199247,394.9956887835189,182.0982797244824,140.9550061040643,395.02517954720986,64885400,40466500,30657700
2024-02-02,183.93914794921875,141.21287536621094,404.2561340332031,185.40392677166545,141.45089833217304,405.66191028214797,177.4070012757119,135.38107056080497,396.7258498594463,178.01073002917815,138.11844060532798,396.9716161967069,102551700,62499600,28256700
2024-02-05,185.75030517578125,142.50222778320312,398.7804870605469,187.30417000412038,144.27756337900828,404.19718719885634,183.92922730587782,141.60961126191953,397.14859484100157,186.21547393955785,141.64929185123162,402.95851515251775,69668800,38505400,25352300
2024-02-06,187.35365295410156,142.9187774658203,398.6231689453125,187.3635446991359,144.1684434401665,401.06118187336995,184.84966718743948,142.01623336193828,396.0868734804641,184.93873819845098,143.46425685279377,399.0065788415849,43490800,29128200,18382600
2024-02-07,187.46253967285156,144.3469696044922,407.0382080078125,189.08567701882757,144.4263156427516,407.28397435246177,186.6707620426896,142.7501665270815,400.5008292402968,188.67988890685803,143.57336464859975,400.54016025565755,53439000,25208900,22340500
2024-02-08,186.38375854492188,144.71392822265625,407.0971984863281,187.59120098390878,145.13048351940716,408.52265531696276,185.42373058041275,143.9105704979432,405.5439683543155,187.44274927884152,144.63458219465025,407.0382169623767,40962000,22563800,21225300
2024-02-09,187.14678955078125,147.77862548828125,413.4281311035156,188.27650741663936,148.2150211661504,413.693577955035,186.30444955485706,144.9817341712347,408.060602560808,186.9485812309131,145.47763559904774,408.2178966207668,45155200,26829500,22032800
2024-02-12,185.46212768554688,146.32066345214844,408.2276916503906,186.96842336096995,148.11582406905052,413.61487010349924,185.1053738445565,146.161971374684,407.72631876486344,186.72067805809255,147.20336732419403,413.43792555593825,41781900,21564100,21202900
2024-02-13,183.37115478515625,143.95025634765625,399.4391174316406,184.53061609699293,145.46771340579025,403.1256124684785,181.85495475727518,142.51214532877424,396.55874317637694,184.0945819491523,143.7320585231407,398.08248245796057,56529500,27837700,27824900
2024-02-14,182.48919677734375,144.7436981201172,403.2998352050781,183.85675578337245,145.31894554055629,403.64455035620506,180.79462725534452,142.90885694916992,398.4542264131706,183.64865818230027,144.88254990203635,401.9013178119368,54630500,22704200,20401200
2024-02-15,182.20181274414062,141.59970092773438,400.4141540527344,182.82613576875198,142.34355308517448,402.94531135993617,179.71445525689393,139.30863870421265,398.17847977076707,181.8946109768474,141.96666314928402,401.97028650604454,65434500,37590700,21825500
2024-02-16,180.665771484375,139.36813354492188,397.9519348144531,183.18287207946292,142.01624520205476,402.11800189970467,180.0315441516518,138.9912436385364,397.3413119912312,181.76576116844507,141.8178876690081,401.7929735865366,49752500,31468900,22296500
2024-02-20,179.9225311279297,139.9632110595703,396.7011413574219,180.78467987026374,140.915348438827,398.37542488528044,178.37660298808711,138.34658273143967,391.99340052173363,180.1504525533752,138.51518739713623,397.1443207958614,53665600,25144700,24307900
2024-02-21,180.67572021484375,141.38148498535156,396.1003723144531,181.24057170015067,141.5203367649503,396.20872511051635,179.03068760645021,139.5268035526364,391.2153593903598,180.29914247718926,140.29049590728383,394.12077725006736,41371400,23223300,18518900
2024-02-22,182.7071990966797,142.9088592529297,405.42724609375,183.29188949706392,143.8114034168082,406.5894012936675,180.8144364958238,141.62944032274333,402.3938184427991,181.82522643308513,143.74196995787472,403.9893247437461,52292200,27191900,27009900
2024-02-23,180.87391662597656,142.77992248535156,404.13702392578125,183.37117869088894,143.4940065020115,409.5735691126935,180.58652357235425,142.25425313452644,402.7877385663373,183.3414504606763,142.4922912292185,409.38646893086735,45119700,19493800,16295900
2024-02-26,179.52615356445312,136.4423065185547,401.37933349609375,181.11171437415507,141.27238088903258,405.92948936303003,179.0207434868858,136.26377416065105,401.20203166596815,180.59641504961763,140.9748370483321,405.24005905629645,40867400,53641800,16193500
2024-02-27,180.98292541503906,137.7415771484375,401.32025146484375,182.2612846793882,138.10853934016288,402.1475498168189,177.94060546909574,135.96624166875657,397.74512033420825,179.46672518750105,136.88862613854664,401.8225215015325,54318900,33099200,14835800
2024-02-28,179.7838134765625,135.26205444335938,401.5566711425781,181.46847854843006,136.87868252205917,403.112773728935,178.50545433930714,134.30000463233606,399.1929569344221,180.8639793914523,136.76958362182845,402.00970910221264,48953900,37328600,13183100
2024-02-29,179.11985778808594,137.3249969482422,407.3871765136719,180.92345088953732,137.7217119413849,407.9387088030321,177.9108594746495,135.28187084580713,399.7838756031993,179.63517226295397,136.1546619911694,402.46275960420144,136682600,42133000,31947300
2024-03-01,178.0396728515625,136.01583862304688,409.2190246582031,178.90182159301432,137.7316532704347,409.58342668223145,175.78023709238585,135.79764079115824,404.66886847100426,177.93066432277888,137.29525760665743,405.0529573414313,73563100,31151100,17823400
2024-03-04,173.52084350585938,132.2569122314453,408.6478271484375,175.30459787050253,134.54797432652032,411.04108655942895,172.22264521258595,130.8287137478375,406.0871243373175,174.56136184484268,134.54797432652032,407.19018891902937,81510100,55999400,17596000
2024-03-05,168.5857391357422,131.58245849609375,396.563232421875,170.48842147609815,132.1477932825311,407.98788407033936,168.09024847040442,129.59885315483893,394.5836375385052,169.21996658252752,130.7989410451295,407.70225951365865,95132400,40194800,26919200
2024-03-06,167.59475708007812,130.3228759765625,396.0116882324219,169.69564777442116,132.48501385237356,399.0352869153598,167.1587228770791,129.77739656818326,392.36763837140995,169.5172632726602,132.0287779261609,396.87839027044646,68587700,35318600,22344100
2024-03-07,167.47584533691406,133.27845764160156,402.9552001953125,169.19023880968834,133.83386475709858,403.58550992875143,166.9704503005263,130.53115980204433,396.15948083378726,167.6244864884472,131.70147977631177,399.98083315410713,71765100,37738200,18718500
2024-03-08,169.19021606445312,134.29998779296875,400.079345703125,172.13343143853632,136.95801137991722,404.2158681064649,167.41636636953461,132.90154255636827,398.217901604745,167.4758228221548,133.10982775204099,401.7930332428982,76267000,39370400,18002200
2024-03-11,171.1920166015625,136.54148864746094,398.4049987792969,172.80732093128213,137.95977451047298,399.5474670630361,170.49833272784605,135.01411900561908,395.19429952187465,171.38030546468005,135.01411900561908,397.65650787745375,60139500,32437800,16120800
2024-03-12,171.6676788330078,137.3646697998047,409.0023498535156,172.4604668624585,138.23746099222168,409.28797443620516,169.4676992338398,135.90671866415707,400.64069996356216,171.58839851794536,135.90671866415707,401.4581399062547,59825400,27563400,22457000
2024-03-13,169.58663940429688,138.64407348632812,408.8250732421875,171.62805851944387,139.9334198436989,411.85850065118984,169.2199660307435,137.8506435436748,405.2302551257752,171.21184817645832,137.86055612116084,411.7797232101297,52488700,23347200,17115900
2024-03-14,171.43975830078125,141.9269561767578,418.7920837402344,172.73794133442243,142.412929758554,421.3527863664109,170.49832912625453,139.308597953836,411.6713665638625,171.35057361629615,140.03260960451834,413.8873540190868,72913500,42753400,34157300
2024-03-15,171.0631866455078,140.022705078125,410.1251220703125,171.0631866455078,142.00631057950346,416.2116937258995,168.75419840900892,138.88213796831596,406.54999083820695,169.6262667891251,141.33189197321508,412.95173236718284,121752700,49475400,45079900
2024-03-18,172.1532440185547,146.4694366455078,411.0115051269531,176.10726419166866,150.90279656609297,414.3699607798189,171.9550508157469,145.96362264352206,407.52500983634934,173.98656516716395,147.3918211593764,407.9879061886506,75604200,69273700,20106000
2024-03-19,174.49197387695312,145.8247528076172,415.0397033691406,175.01719271038215,147.57032014783982,415.2957826626085,171.46947815172825,144.882543249734,409.26827120822617,172.76766112194616,146.9454947247472,411.5138040831413,55215200,24070400,19837900
2024-03-20,177.05860900878906,147.520751953125,418.8019104003906,177.05860900878906,147.63976344475103,419.5208559286198,173.51089450186836,145.53714637957398,414.3009867861631,174.1352174960067,146.7868124427757,415.6207267192323,53423100,21311500,17860100
2024-03-21,169.82444763183594,146.39010620117188,422.8793640136719,175.8892630091755,149.13738918978584,424.30745690999566,169.29922879245808,145.6958321016332,420.70278020104655,175.45322885093574,148.24477268139387,423.3324019440985,106181300,24755600,21296200
2024-03-22,170.72625732421875,149.53411865234375,422.2588806152344,171.48931715990707,150.33747653257558,423.36194516542855,168.5262776263353,147.7587830911578,419.62925888508494,170.210942813777,147.8976348836212,423.2043902779049,71160100,29211800,17648500
2024-03-25,169.3091278076172,148.83984375,416.46771240234375,170.38929358279395,149.14730017654827,420.94894917769574,167.92174518816086,146.60828759558476,415.2366083524533,169.03165430796025,148.71090455162476,418.81173932233537,54288300,19229300,18060500
2024-03-26,168.17942810058594,149.43492126464844,415.2760009765625,169.87399750483326,151.011884033954,419.5503905165624,168.0505957042821,148.7505749332153,414.9805480350016,168.4668059986792,148.98861304571224,419.1761300864183,57388400,22149100,16725600
2024-03-27,171.7469482421875,149.63327026367188,415.05938720703125,172.0343412561863,150.3969625890798,418.0337541903471,168.575811446925,147.679417711027,412.67598630724365,168.87310882923745,149.94072668288968,418.0238957387452,60273300,22879200,16705000
2024-03-28,169.93345642089844,149.6927947998047,414.3601379394531,170.67669234048742,150.1886962178925,415.4927478182186,168.97220342186947,148.9390300924469,412.784318516005,170.20102558587905,149.61346389057567,414.59650033328086,65672700,24485400,21871200
2024-04-01,168.4965362548828,154.21542358398438,418.15191650390625,169.70553455748254,154.4633742852125,421.42173632509054,167.9514935576168,149.3754210532241,415.8374347010724,169.6460781034487,149.45476709366227,417.5412936572551,46240500,31730800,16316000
2024-04-02,167.31729125976562,153.2930145263672,415.0692138671875,167.81278194588518,153.4318662914426,415.9950065592136,166.71279201785276,150.90276651769807,411.5236280313696,167.55513223272627,152.24170614312382,413.7593022671653,49329500,24586000,17912000
2024-04-03,168.11996459960938,153.65008544921875,414.0942077636719,169.14067408704202,153.80877752671594,416.8617275140834,167.05962251511946,151.47803493131784,412.75475080677563,167.2677201117247,152.34091364414047,413.3850905644336,47691700,24705000,16502300
2024-04-04,167.29745483398438,149.29608154296875,411.5630187988281,170.3694875068381,153.5013310678702,422.18991752028893,167.29745483398438,149.21673549906,411.25770739473046,168.7541832986243,152.24173721309816,418.5655243045058,53704400,34724700,19370900
2024-04-05,168.05059814453125,151.24990844726562,419.0875244140625,168.85329051832247,152.162365095296,420.06257930400153,167.42627513328318,148.37368673355488,411.9963827991793,168.06050251317026,148.80015462106246,413.6608379545396,42104800,23459200,16554800
2024-04-08,166.93077087402344,153.5806884765625,418.1716003417969,167.67400673287588,153.99724388762522,420.8209388461148,166.72267330140122,151.3590444838497,416.9010924581036,167.50554175274334,151.5276491644909,418.7428494922185,37425500,20702000,14272400
2024-04-09,168.13978576660156,155.31631469726562,419.8360290527344,168.5460917055098,157.26023958727896,421.2739501766581,166.83169838821917,153.91786920573918,415.2464695179833,167.17853275073267,154.81048561572567,419.9936139789009,42373800,31079500,12496900
2024-04-10,166.26683044433594,154.86009216308594,416.8616943359375,167.5650134431552,155.32624070054823,417.62004361877445,165.60287483124418,153.41205338281176,413.3555123677214,167.27763553824258,154.92952562487014,415.8078620441207,49709300,22838600,16216600
2024-04-11,173.46136474609375,158.10328674316406,421.4610900878906,173.877590209879,158.37106260079813,422.8793243997448,166.64342350182488,155.1774715327962,415.9752830660833,166.82179288243998,155.62377976256258,419.3830008173104,91070300,27166400,17966400
2024-04-12,174.95773315429688,156.4370574951172,415.5223083496094,176.75140669942581,158.90665201136972,418.75272476078317,172.63884078505302,155.85189745243298,413.4245018587201,172.68837774790788,156.66518304426685,417.63980168862076,101670900,25353700,19253800
2024-04-15,171.132568359375,153.590576171875,407.3871765136719,175.03703722038412,157.93467710778722,420.36793227353456,170.94427948721847,153.32278518896982,407.1803293629701,173.77848669689703,157.55778721582507,420.15125672726765,73531800,27136500,20273500
2024-04-16,167.8524169921875,153.13433837890625,408.3129577636719,172.1929047923956,154.3740918150493,412.0752196666805,166.75242714722782,152.17228850176252,407.47583089609077,170.20103782824683,152.92606827651122,408.30312936766086,73711200,20779500,16765600
2024-04-17,166.48483276367188,154.19557189941406,405.6143493652344,169.1109267558204,155.7923749027095,412.5479364642673,166.48483276367188,153.3128680735991,404.127165910336,168.08031301583728,154.3443362556772,410.9425718180864,50901200,21763100,15855500
2024-04-18,165.53350830078125,154.73114013671875,398.1587829589844,167.11908441586118,155.6535245551475,405.6636193685748,165.04793714543356,153.3525349324206,397.843643128254,166.5145852231191,154.0666341164594,404.42265672373026,43122900,19883000,21029900
2024-04-19,163.5119171142578,152.826904296875,393.08660888671875,164.89928490796945,155.07830110358373,399.35048216055003,162.60021611822233,151.05158377553497,391.7570104509112,164.71101115974596,154.91960900846084,397.922389385747,68149400,32615600,30565800
2024-04-22,164.3443145751953,154.99893188476562,394.8988037109375,165.75150603037284,156.34778422424392,396.7602475945419,163.28397258003716,152.7971285786509,389.76757007965125,164.0272084619306,153.04507926507185,394.0321015888098,48116400,26446200,20286900
2024-04-23,165.39476013183594,156.96270751953125,401.408935546875,165.54341638804536,157.66689417461689,402.02941689941457,163.43262154349364,154.99894218995382,396.9671017838586,163.85875133255257,155.67337597138751,398.12925698523895,49537800,21151600,15734500
2024-04-24,167.4956512451172,157.82559204101562,402.8763122558594,167.77312477902248,158.26198771551822,406.23476751515864,164.71099641624178,155.88165180015244,400.6307798018594,165.03800691456527,156.19903597568538,403.3687538471423,48251800,22779100,15065300
2024-04-25,168.35780334472656,154.7212371826172,393.0078430175781,169.07131105182287,155.2072260039545,393.8449998393028,166.63349053238153,149.63328396324783,382.16426819567243,168.0010494911784,150.08951991120836,388.0735680343126,50558300,57109700,40586500
2024-04-26,167.7731170654297,170.54049682617188,400.1777648925781,169.79471202253325,173.2778823744627,406.7567777157392,167.6541890412428,168.25934724716632,399.62623268322636,168.3478879652858,172.9406579042473,405.93933785210214,44838400,64665300,29694700
2024-04-29,171.9352569580078,164.7880096435547,396.16937255859375,174.44243845784558,168.16014784427256,400.177855462123,171.5388704832316,163.85572783432124,393.1556315696095,171.8064245491769,167.6741590817137,399.1240229443633,68169400,45610000,19582100
2024-04-30,168.79383850097656,161.44564819335938,383.444580078125,173.41181476528868,166.7220460143007,396.0806489273893,168.46681287321124,161.26713096501757,383.28702520862055,171.76678225756265,164.25245175294467,395.42076392930267,65934800,33562900,28781400
2024-05-01,167.7731170654297,162.51678466796875,388.96978759765625,171.15236652369296,165.75005589531395,395.64729473492514,167.58482822154218,161.75309238141418,384.40977340635925,168.05059058657778,162.95318026028562,386.6749928264685,50383100,33493200,23562500
2024-05-02,171.469482421875,165.25416564941406,391.82598876953125,171.8559644998941,165.36326455481128,393.88439136644655,169.34878317714927,162.54654844018515,388.6842084752251,170.95416794412498,163.43916484164697,391.6487169798458,94214900,24294500,17709400
2024-05-03,181.7261505126953,165.8690948486328,400.51263427734375,185.313497878847,166.5831940285256,400.99521746175435,181.01264278710423,161.71343896761203,395.7851765465019,184.9666483851495,166.18646385430256,396.1988407447482,163224100,34662400,17446700
2024-05-06,180.0712127685547,166.7220458984375,407.28863525390625,182.53874644704828,166.76171134902742,407.67272409935384,178.79283846563771,164.66900697168114,400.2270089943109,180.70544017490002,166.08729275303767,402.5808944329267,78569700,21871300,16996600
2024-05-07,180.75497436523438,169.84620666503906,403.1521301269531,183.23242749590466,170.35202057689946,408.4015749957849,179.68472791941784,167.00965043305126,402.90590929968624,181.79550770435065,167.11874933173186,408.3917165446932,77305800,28039700,20018200
2024-05-08,181.09193420410156,167.99156188964844,404.3340148925781,181.4189598584749,168.75523914384442,405.9984701419799,179.813559816899,167.35680870759575,400.56189486819255,181.20094275555934,167.61467198559197,401.9998461853561,45057100,19569100,11792300
2024-05-09,182.90542602539062,168.56678771972656,406.08709716796875,182.99461071341904,169.29079942824308,406.48104448418644,180.46760537105857,166.80136505178498,402.91577167959764,180.9135439323752,168.00145293610282,404.3635513602943,48983000,15346700,14689700
2024-05-10,181.64515686035156,167.2675323486328,408.4704895019531,183.66949389545601,168.45770778843482,409.1008292398404,180.7322193628195,164.8277059911993,405.5749302005713,183.48094965782863,166.65261946945532,406.69771158758806,50759500,29799900,13402300
2024-05-13,184.850341796875,167.75352478027344,407.4659118652344,185.66405574980115,167.89237656675422,412.02592626132173,183.20307828852305,162.65565899989346,404.6097563640546,184.0167922414492,162.9135222794407,411.6910695528216,72044800,31327600,15440200
2024-05-14,185.99154663085938,168.9436798095703,410.26300048828125,186.8548800445926,169.8462239602229,411.1789347782618,184.8602962551219,167.41631020621995,405.3287253515243,186.0709344816443,168.37836010153808,405.79162172220066,52393600,25127100,15109300
2024-05-15,188.26397705078125,171.0959014892578,417.43597412109375,189.18683240943687,171.23475328070515,418.1562465444383,185.9320062923224,169.11229582074708,411.7034836524185,186.46787049037354,169.23132245178067,412.3250840833171,70400000,26948400,22239500
2024-05-16,188.38304138183594,172.752197265625,415.3739013671875,189.6333810173086,173.68449428030138,419.7448271840896,188.2044300863017,171.27442084056955,414.74245474989345,189.00821119957226,171.86949341563104,416.1730933998144,52845200,27867900,17530100
2024-05-17,188.41281127929688,174.61676025390625,414.60430908203125,189.34559954047234,174.82504545506248,417.2781788386251,187.72810435814964,172.26619297616259,412.4533979292135,188.0555735439889,172.75216655601648,416.903243294278,41282900,24479300,15352200
2024-05-20,189.57382202148438,175.46975708007812,419.6658935546875,190.44707314635468,177.30459839219796,421.0768099021397,187.5594028379898,174.63664632446375,414.3872573782501,187.87695420764547,174.7457452424878,414.6043237478942,44361300,22554400,16272100
2024-05-21,190.873779296875,176.39212036132812,423.3165283203125,191.25085261805762,176.6896490712989,427.1940941013643,189.4547462309282,174.36883433127562,419.1824213563369,189.62343971650407,175.44989566739218,421.13598848639515,42309400,16989400,21453300
2024-05-22,189.4348907470703,174.9341583251953,424.7767639160156,191.34016861791716,175.69783547848618,426.6415653807663,188.80973611420333,173.7737510269732,421.43200286988593,190.79438668312676,175.1920215691199,424.35250743086516,34648500,17880000,18073700
2024-05-23,185.44577026367188,172.1273651123047,421.3037414550781,189.5341459487459,176.7888348703636,427.81570226312846,185.19768892080702,171.53227742671908,419.7448321943187,189.51429520164533,175.61851492474267,427.19410176133954,51005900,21024900,17211700
2024-05-24,188.52194213867188,173.55557250976562,424.42156982421875,189.11734333076396,174.32917746118142,425.30955759417924,186.59682877814635,172.22654529374813,418.7482761527639,187.37085638453854,173.5456447964723,421.49118910602255,36327000,16579400,11855300
2024-05-28,188.5319061279297,174.95401000976562,424.5794677734375,191.51880009814326,175.8168887472588,425.07279769134385,187.64873713728954,172.94065151179802,420.9090919797955,190.04022981736387,173.01999755281523,423.8986700778892,52280100,20572200,15718000
2024-05-29,188.82958984375,174.4580841064453,423.44476318359375,190.7745542503335,175.39038104034756,425.19114003957617,188.05557725890648,173.2877642166244,420.0111765352336,188.15481585355153,173.9919356394942,420.0111765352336,53068000,23388700,15517100
2024-05-30,189.8218994140625,170.69918823242188,409.13824462890625,190.70506832278696,173.78369568525272,418.63975349144664,189.16697622567534,170.381804057889,408.7139580183881,189.29596821795033,173.7638553909168,418.63975349144664,49889100,22931500,28394500
2024-05-31,190.77455139160156,171.08595275878906,409.59210205078125,191.09210277636024,171.64135980722156,411.1904861655314,188.45251367186646,168.05103914863497,399.11377942255837,189.9707702687458,170.45119968433661,411.1904861655314,75158300,37638900,47995300
2024-06-03,192.5408935546875,171.75048828125,408.0035095214844,193.49353258818425,173.09934068848278,410.8746928703061,191.04248767189634,169.75697011042396,403.46489897631534,191.41956102246726,171.12564767729586,409.98670515974976,50080500,27459100,17484700
2024-06-04,192.8584442138672,172.36538696289062,410.51953125,193.82100104656786,172.42490783803038,410.88459054146256,191.548567440495,170.48096786025872,404.21476096620233,193.1462119125533,171.85957302701576,406.9280752908703,47471400,26879600,14348900
2024-06-05,194.3667449951172,173.97210693359375,418.3536376953125,195.38883880770499,175.20193253730815,418.42268099839066,193.37441972917316,172.50422811140098,410.746468843911,193.90035090878894,173.76382171770578,412.23633479956106,54156800,22068500,16988000
2024-06-06,192.98744201660156,175.2812957763672,418.8567810058594,194.99194358986873,175.6978511153371,419.6362506295676,192.679823561343,174.30933331877074,414.9693392305099,194.1881624282746,174.4580976777925,418.35360501475236,41181800,23251000,14861300
2024-06-07,195.3789520263672,173.02992248535156,418.19580078125,195.4285713258788,176.4119585188029,420.59337708963096,192.65005711175448,172.8712304058679,417.35713385188853,193.15613762673084,175.59868809544102,420.5144575469657,53103900,19661400,13621700
2024-06-10,191.6378631591797,173.77459716796875,422.162109375,195.7857909182053,175.8101292272444,422.36929949498546,190.6753063763642,171.54047994095143,418.2352227759558,195.3888517006261,173.73488619485127,419.0344147777948,97010200,23726700,13982900
2024-06-11,205.56016540527344,175.3732452392578,426.907958984375,205.57009834825277,175.59169348463175,427.04610581067664,192.14393919328205,172.54337230776866,419.57708382911113,192.16377479587797,174.97607487552963,419.8040264249776,172373300,21540600,14551100
2024-06-12,211.43478393554688,176.5349884033203,435.1761779785156,218.5100538646653,179.13650434238232,437.48495834500466,205.3121227860245,174.8668546571235,427.47036718999846,205.7785169434978,176.99174796777623,429.51276024474697,198134300,27864700,22366200
2024-06-13,212.59576416015625,173.92356872558594,435.6892395019531,215.08649505325084,175.49241749987627,437.47512151645753,209.97602614095345,173.64554642645388,433.5087296834647,213.09192677850285,174.86685975128964,434.9689970884557,97862700,20913300,15960600
2024-06-14,210.8592529296875,175.54205322265625,436.666015625,213.5186780266973,175.81015156626538,437.22841891267086,209.67838315090867,172.92068928258647,430.89405002785384,212.2088162280511,172.99020243322104,432.43323683903066,70122700,18063600,13582000
2024-06-17,215.0071258544922,175.9888916015625,442.3886413574219,217.2696263789355,177.10098082049785,444.92436422206765,211.08744385812574,173.57603677345472,434.84070005199675,211.73244926121387,174.2214575995777,436.68574902549324,93728300,19618500,20790000
2024-06-18,212.64540100097656,173.8540496826172,440.3857727050781,216.95210469802018,176.13781719186318,444.13509836200797,211.36530791117931,172.87104771224654,438.95513392756055,215.92007781385274,175.88958192240335,443.710811724372,79943300,21869900,17112500
2024-06-20,208.07077026367188,175.05548095703125,439.7542419433594,212.59578653831548,176.03848273593877,440.5731562487516,207.24715355520107,173.7547308225866,435.383316572412,212.28815296354617,174.13203805594256,440.34621367715397,86172500,20160100,19877400
2024-06-21,205.89759826660156,178.3620147705078,443.77984619140625,210.26382387597764,179.57340412547137,444.569161991758,205.5205097773767,175.36332840403423,440.5534794666223,208.77533580800622,175.75057482727152,441.4118686798834,241805100,57759000,34187100
